#Position (bp)	insert size
2.9005228225E9	197.25425570445492
2.9007376895E9	191.64241164241164
2.9009214585E9	195.6557126480703
2.9011053345E9	195.16725352112675
2.901244009E9	197.84820239680425
2.9018593855E9	200.35258810415297
2.902550898E9	193.15360696517413
2.9027498425E9	180.81362725450902
2.9029180535E9	191.996138996139
2.9030958505E9	192.707015130674
2.903236903E9	178.64677804295943
2.903378271E9	191.3048128342246
2.9035976075E9	187.67101226993864
2.9042365785E9	195.71271429987118
2.9048794465E9	198.99135268684373
2.9053418075E9	193.63578333029363
2.9057249595E9	194.0261437908497
2.905983073E9	184.46153846153845
2.906237048E9	190.8380108321024
2.9063221355E9	196.79611650485438
2.906419947E9	195.75426356589148
2.906652359E9	192.97325692454632
2.9068714015E9	193.68802781917535
2.9070190175E9	189.75968992248062
2.907136287E9	199.33055975794252
2.9072577055E9	197.84904416611732
2.9073733645E9	198.35638297872342
2.9076229215E9	197.34982851543361
2.9079320895E9	194.15804764671702
2.9081124645E9	192.23816568047337
2.9083581135E9	197.30505664548218
2.908607172E9	197.1619876473891
2.908806396E9	193.39210462581738
2.9090000085E9	189.5864253393665
2.909237002E9	194.75184764070494
2.909487479E9	198.4471403812825
2.909666712E9	188.04516129032257
2.9098444145E9	203.62848360655738
2.910040618E9	195.70606214977076
2.910170176E9	187.51269035532994
2.910297114E9	184.1216216216216
2.910473855E9	190.7898603967671
2.910761647E9	197.88629153447988
2.9109858275E9	194.04745762711863
2.9110662745E9	179.37254901960785
2.911245746E9	196.97104818258666
2.9114494045E9	196.6563368241077
2.911543586E9	173.5
2.9116129135E9	188.89361702127658
2.9117490855E9	194.13137472283813
2.9118852715E9	198.3606830487297
2.91203718E9	175.81454545454545
2.91216737E9	200.99476211261458
2.9122334675E9	188.58389261744966
2.9123573765E9	196.13318777292577
2.9125433715E9	197.61818181818182
2.9126854405E9	180.24107142857142
2.9128219235E9	178.59016393442624
2.913059947E9	194.24759871931698
2.913232047E9	191.43396226415095
2.9134117735E9	193.8537022802972
2.914328412E9	196.16271314892003
2.915174319E9	191.24450704225353
2.915940367E9	200.37838492760648
2.916855563E9	197.39514348785872
2.9172265895E9	197.03625377643505
2.9175218075E9	197.84391736801837
2.917833762E9	195.92515856236787
2.918104484E9	195.28416378885052
2.918421329E9	194.34191702432045
2.9188311555E9	197.23098201936375
2.919113692E9	194.0792847503374
2.9192127795E9	190.90616246498598
2.919361199E9	194.16531426213726
2.919639416E9	195.0329149232915
2.920969266E9	196.40791457673015
2.9222335585E9	196.73897249610795
2.9223746255E9	198.94356261022926
2.922607307E9	192.55596499309075
2.922990831E9	192.89142857142858
2.9232848535E9	196.0570696040262
2.9248217345E9	196.5053210693716
2.926399337E9	200.38843813387425
2.926573575E9	205.2002085505735
2.926675323E9	200.59588353413653
2.9273955645E9	191.5528875379939
2.9283065605E9	194.34988241442383
2.928675888E9	182.80851063829786
2.928905799E9	188.6234939759036
2.929078094E9	187.1264367816092
2.929177585E9	184.59151785714286
2.929312155E9	193.99238653001464
2.929457484E9	186.05555555555554
2.929658268E9	191.00892857142858
2.929885578E9	186.96138996138995
2.9300671115E9	197.90515043345232
2.9302185265E9	184.2344827586207
2.9303547775E9	186.77441077441077
2.930518526E9	189.18346456692913
2.930682299E9	194.8086746987952
2.9307971655E9	188.33898305084745
2.930854517E9	188.27819041188386
2.93107383E9	192.76030303030302
2.9313517695E9	193.71391076115486
2.9315308925E9	195.56774580335733
2.9317028365E9	194.52501761804086
2.9318023465E9	192.02094717668487
2.9319408055E9	196.37908256880735
2.9325515445E9	197.157215421767
2.9331095955E9	190.99519230769232
2.9332331755E9	197.42520775623268
2.933321893E9	190.7501512401694
2.93344294E9	193.95322012175583
2.933566615E9	176.05555555555554
2.933681945E9	171.69005847953215
2.9338372665E9	189.75652173913045
2.934009815E9	190.7578947368421
2.93414774E9	195.51111111111112
2.934243411E9	196.74099168463198
2.9343431015E9	193.50644202180376
2.9345144045E9	198.57995016854755
2.9347374925E9	193.5320317266626
2.934982691E9	197.5916683041855
2.9352665915E9	194.41702257474068
2.93544909E9	194.80416156670748
2.9355482175E9	195.4848484848485
2.935678085E9	195.6590909090909
2.935901925E9	184.99545970488083
2.9361164625E9	197.36091410559496
2.936242911E9	199.00973236009733
2.9363673145E9	205.45996860282574
2.936522572E9	199.30128205128204
2.936686298E9	204.56756756756758
2.936850338E9	201.94083694083693
2.937037971E9	198.5740291262136
2.9372448465E9	204.80234260614935
2.9374273685E9	198.43074581430747
2.9375904835E9	203.16795069337442
2.937768082E9	199.27892234548335
2.9379456715E9	201.87942122186496
2.9381121175E9	202.06124497991968
2.9383003025E9	193.69977595220314
2.9384879905E9	188.68
2.9386500475E9	198.28988149498633
2.938920769E9	192.8822474596533
2.9396822515E9	196.65462427745663
2.940319939E9	195.77005649717515
2.94246535E9	199.3622062132471
2.9448629825E9	196.97245467224548
2.945276117E9	188.0218487394958
2.945440031E9	185.3352435530086
2.945667854E9	191.19953271028038
2.945880553E9	202.230092740646
2.946041221E9	192.15107033639143
2.946434708E9	203.52088683444615
2.9468190745E9	198.21973407977606
2.9494979735E9	196.1763489957733
2.952147541E9	194.99099099099098
2.952294951E9	193.95183842568616
2.9525364005E9	197.34667138810198
2.9527433355E9	199.54007633587787
2.9527903395E9	173.91666666666666
2.9535019345E9	197.77306029579069
2.954297591E9	188.4703947368421
2.9544634765E9	189.13830845771145
2.9549070915E9	196.52309491327227
2.955308858E9	196.85325264750378
2.955482869E9	189.7143928035982
2.9557224705E9	203.48893360160966
2.9559104E9	201.61699164345404
2.9560879905E9	196.42
2.9562757145E9	202.46639231824417
2.956432736E9	202.35746606334843
2.956579642E9	198.11478260869566
2.956763995E9	201.63842662632376
2.9570041095E9	205.53477868112014
2.957239189E9	204.12012012012013
2.9574278325E9	198.13266998341626
2.9576057785E9	197.53614239011986
2.957966948E9	193.6387461459404
2.959643091E9	197.20883967071737
2.9619454965E9	196.28228019592177
2.9629642995E9	194.55457679050173
2.9631882465E9	195.0334977927811
2.9638297045E9	196.57291365867744
2.964449908E9	197.4348623853211
2.964631061E9	202.79
2.964824549E9	194.08747514910536
2.9650100095E9	200.36677631578948
2.9652029495E9	196.9471153846154
2.965396084E9	203.43627450980392
2.965570043E9	205.58362989323842
2.9657404625E9	198.94244935543279
2.967555776E9	198.6580280188372
2.9698945975E9	199.14277537002206
2.971045755E9	197.7173403632103
2.971690351E9	198.1889708465051
2.974202933E9	197.03369429404415
2.977077113E9	193.06105834464043
2.977610308E9	198.5072094995759
2.9777653145E9	199.96103409516672
2.9801505935E9	196.8268770535026
2.982955129E9	195.30487089201878
2.983539274E9	199.31673881673882
2.984703745E9	196.82119087762888
2.9871683795E9	196.6312296598813
