#Position (bp)	Coverage
1.149050177E9	11.656248391717039
1.151717535E9	0.7467280202164975
1.15195075E9	1.148554865955227
1.152147445E9	0.6672352977761192
1.1534636805E9	2.4914965554462047
1.1588476535E9	3.3216505379590218
1.1670956795E9	2.0252392511856776
1.1753437055E9	2.7643225178970097
1.1835917315E9	2.393790102019562
1.1918397575E9	1.3909472399820273
1.2000877835E9	2.8604028406312008
1.2083358095E9	2.3580757383645494
1.2165838355E9	1.8657242351078913
1.2248318615E9	1.595811409905837
1.23076644E9	2.493933801345491
1.234890453E9	13.319500442521388
1.2413279135E9	14.062972885875967
1.2495759395E9	11.36415537487394
1.2578239655E9	2.015410596426345
1.2660719915E9	7.189902044440694
1.2743200175E9	12.855562894685347
1.2825680435E9	13.790795518830809
1.288943339E9	12.3429527391609
1.291282149E9	1.3031333009625545
1.2913856925E9	1.0553196803196803
1.2914655495E9	3.1957989379865603
1.2915628205E9	2.2107089440622194
1.2916163385E9	0.4679410593389088
1.2916575315E9	2.256645344705046
1.291766658E9	2.9057218974909538
1.291875052E9	11.079960731378083
1.291916283E9	2.462545245343625
1.293438612E9	2.0858511705691187
1.2990640955E9	2.7505706213826193
1.3073121215E9	2.283209946234408
1.3155601475E9	7.207041539393789
1.3238081735E9	4.197679420506192
1.3320561995E9	4.123978028197293
1.3403042255E9	2.597381240068836
1.3485522515E9	2.322905868628445
1.3568002775E9	3.1378187944606384
1.3650483035E9	4.841494922542679
1.3732963295E9	1.4889780900302692
1.3815443555E9	2.962980596811892
1.3897923815E9	4.82115102449968
1.3980404075E9	2.534725157267933
1.4062884335E9	2.720935772995866
1.4145364595E9	1.8866303282749108
1.4227844855E9	3.494224921211451
1.4310325115E9	2.117968226579305
1.4392805375E9	1.4910716818787915
1.4475285635E9	2.761187343492855
1.4557765895E9	3.3502815097818557
1.4640246155E9	3.845137248597422
1.4722726415E9	5.799618963373782
1.4805206675E9	2.736560844982787
1.4887686935E9	2.6811173970596114
1.4970167195E9	4.135170888161603
1.5052647455E9	2.690133978724121
1.5135127715E9	5.143634004063518
1.5217607975E9	5.106830288847295
1.5300077405E9	5.029377166238573
1.5341317535E9	0.0
1.5382568495E9	5.260716442940407
1.5465048755E9	2.0384169497040867
1.5547529015E9	3.4266691205871562
1.5630009275E9	3.9026038472720623
1.5712489535E9	8.044254346433922
1.5794969795E9	7.3401198056359185
1.5877450055E9	4.138871773682576
1.595221928E9	8.135164250630684
1.599345941E9	0.0
1.6042410575E9	1.4749788616088262
1.6124890835E9	1.4973598531333436
1.6207371095E9	0.8694716772231319
1.6289851355E9	3.4054611370041754
1.6372331615E9	4.017893129822821
1.6433209975E9	8.133969558356329
1.6474450105E9	0.0
1.6537292135E9	0.3483157060853106
1.6619772395E9	4.585036953084289
1.6702252655E9	5.982853594302443
1.6784732915E9	6.861160476458246
1.6867213175E9	7.748722785306448
1.6934743095E9	5.808891969087619
1.6961786655E9	2.9357562651737266
1.696274814E9	5.145006378932672
1.6963854715E9	20.566417462118682
1.6965578825E9	4.108561042108452
1.696661813E9	1.7835135829576512
1.6967741785E9	0.7472350483729112
1.6969170575E9	0.18918892890849207
1.697018664E9	0.1642364779874214
1.697105344E9	0.08918023923768331
1.697223072E9	0.09724346786729506
1.697380707E9	0.14792033758346934
1.6982754815E9	1.543160018340211
1.7032173695E9	2.6672939682779857
1.7114653955E9	4.65192604872972
1.7197134215E9	1.4667342222248088
1.7279614475E9	2.121945178155355
1.7362094735E9	4.427996468488339
1.7444574995E9	9.566792587705228
1.7527055255E9	6.728812081824184
1.7609535515E9	1.7700117579648755
1.7692015775E9	1.8520756360370347
1.7774496035E9	0.7988482335045985
1.7856976295E9	0.8578749630517654
1.7939456555E9	2.3030020758906433
1.8021936815E9	2.8237546777859333
1.8104417075E9	3.4660642437354103
1.8186897335E9	5.435690066932379
1.8269377595E9	5.7725914055072085
1.8351857855E9	3.6739537435987715
1.8434338115E9	2.7525786169927207
1.8516818375E9	3.065328116084988
1.8599298635E9	1.5917478921623185
1.8681778895E9	2.734157603285926
1.8764259155E9	1.8733642449720698
1.8846739415E9	5.065708207030386
1.89227556E9	4.4218054635581865
1.895830864E9	1.4663860949696583
1.8964772715E9	11.367057669212198
1.9011699935E9	6.659347945799395
1.9094180195E9	2.3826276735791083
1.9176660455E9	2.0162185473227168
1.9259140715E9	0.9035909925599167
1.9341620975E9	3.3834864245093312
1.9424101235E9	2.107218381707332
1.9506581495E9	2.5978174656578434
1.9589061755E9	0.8141834179475186
1.9671542015E9	3.4308792188579424
1.9754022275E9	3.7619857163398853
1.9836502535E9	2.9973440917863257
1.9918982795E9	1.9921834630492192
2.0001463055E9	2.159036356092961
2.0083943315E9	2.5556554986611344
2.0166423575E9	2.8533797056410832
2.0248903835E9	1.572939634283403
2.0331384095E9	1.696934030033368
2.0413864355E9	2.487478458482066
2.0496344615E9	3.143175470106423
2.0578824875E9	2.147717284111374
2.0661305135E9	1.9875769062803634
2.0743785395E9	1.2457906897965647
2.082312835E9	4.134509317878662
2.086227972E9	1.0519767868808683
2.0865417025E9	7.8737313046975235
2.0908745915E9	3.4325046987000283
2.0991226175E9	2.6855348176642506
2.1073706435E9	0.8349843950540408
2.1156186695E9	1.6458522317946136
2.1238666955E9	4.6450183352962275
2.1321147215E9	1.393867817584474
2.1403627475E9	2.5698306479635247
2.1486107735E9	2.203553068334169
2.1568587995E9	2.304836332960153
2.1651068255E9	4.386269999633852
2.1733548515E9	1.9643298893577688
2.1816028775E9	2.5580132749339053
2.1898509035E9	1.044111281899451
2.1980989295E9	2.634414101022475
2.2063469555E9	2.0148160299203712
2.2145949815E9	2.8770096020550855
2.2228430075E9	6.105213053402111
2.2310910335E9	6.457945937609799
2.2393390595E9	4.966793509137823
2.2475870855E9	2.550979228242006
2.2558351115E9	3.208625433527974
2.263915105E9	6.146423244502849
2.26791743E9	0.24338378879910239
2.2680854625E9	1.0725585102886068
2.2723311635E9	3.1530876600049513
2.2805791895E9	2.3357616719442933
2.2888272155E9	2.092468549444437
2.2970752415E9	4.08807816561199
2.3053232675E9	6.9758146979653075
2.3135712935E9	15.549834590725101
2.3218193195E9	6.680550473531485
2.3300673455E9	1.1268407737802961
2.3383153715E9	1.9349275814600972
2.3465633975E9	1.6739713235627531
2.3548114235E9	3.242880296449114
2.3630594495E9	0.997314508950384
2.3713074755E9	2.260409824120341
2.3795555015E9	3.4498450902070386
2.3878035275E9	2.723484019085294
2.3960515535E9	3.2300874172802074
2.4042995795E9	4.030625752149666
2.4125476055E9	3.1370649171086513
2.4207956315E9	4.533909931903707
2.4290436575E9	4.366730172771036
2.435968712E9	4.319103269266092
2.440092725E9	7.1217921172149214
2.4455397095E9	4.134919191573839
2.4537877355E9	1.9458940842330033
2.4620357615E9	3.176664816527009
2.4702837875E9	3.1314533926056973
2.4785318135E9	2.8613035409927177
2.4867798395E9	4.053434361142896
2.4950278655E9	1.7128893628608832
2.5032758915E9	2.1313833152320325
2.5115239175E9	3.9631458484733195
2.5197719435E9	2.186529601143352
2.5280199695E9	2.96963406759387
2.5362679955E9	8.225306273282843
2.5445160215E9	4.2326515459577845
2.5527640475E9	2.1025124072111314
2.5610120735E9	2.023418209399437
2.5692600995E9	4.3302161026165535
2.5775081255E9	4.526348728774618
2.5857561515E9	4.510656974165697
2.5939979455E9	4.067635092784196
2.5981219585E9	0.0
2.6022522035E9	1.8169027352726579
2.6105002295E9	1.562274415720804
2.6187482555E9	5.119563881103187
2.6269962815E9	4.305934898847312
2.6352443075E9	3.1060528907159117
2.6434923335E9	3.134321957762985
2.6517403595E9	2.444378570096651
2.6599883855E9	1.9563479795044294
2.6682364115E9	3.22616817648247
2.6764844375E9	1.8630071001231083
2.6847324635E9	1.9407606135092204
2.6929804895E9	3.4306538315955843
2.7012285155E9	3.4524013382111067
2.7094765415E9	1.7486061513385143
2.7177245675E9	2.9515628345497458
2.7259725935E9	2.145986930691053
2.7342206195E9	2.699847818132484
2.7407994975E9	10.072407851348242
2.7449235105E9	3.0756853196960368
2.7507166715E9	2.2920219941110758
2.7589646975E9	2.312347584743307
2.7672127235E9	1.7876530699587998
2.7754607495E9	4.892991365449139
2.7837087755E9	1.8187797904613783
2.7919568015E9	0.021642996760679465
2.8002048275E9	0.028080537088510632
2.8084528535E9	1.3356546160257012
2.8167008795E9	2.8753573279230693
2.8249489055E9	2.426960947989252
2.8331969315E9	3.69608388722344
2.8414449575E9	4.3053879801057855
2.8496929835E9	3.1213622507979486
2.8579410095E9	3.9597829832253195
2.8661890355E9	4.714723983653786
2.8744370615E9	9.846854629216736
2.880105077E9	14.822802424218873
2.8816691105E9	2.2209075932304927
2.8817081685E9	3.151363851369107
2.881815618E9	1.9891713082077525
2.8819235655E9	13.933341869398207
2.8821203125E9	6.348277866179142
2.88242567E9	1.510697659899091
2.8826085695E9	0.7802205828646556
2.882755976E9	0.6685484523841649
2.882939838E9	6.491336830392624
2.8830861915E9	19.54036529183444
2.8833246155E9	0.9903213486824158
2.8835330345E9	0.43201082414739944
2.8840139925E9	2.0722847822319337
2.884682622E9	1.9300917995963356
2.8849783395E9	3.6211150909946093
2.8851293765E9	0.47178508514386375
2.88523294E9	1.5491980193829615
2.885380196E9	2.1505019564002237
2.8855523165E9	3.276746037010015
2.8856843195E9	0.5320524443824535
2.885822535E9	1.1992693981554559
2.885958065E9	0.25485621544859766
2.886082272E9	0.20500928484079894
2.886192519E9	0.8272918010154497
2.886295634E9	4.32322559840218
2.88640561E9	4.815233280299788
2.8865546035E9	4.136909614965034
2.8867224755E9	0.5884526358786468
2.8868061825E9	0.23286497601096642
2.886892758E9	2.514102142665033
2.887031009E9	0.23621859745207763
2.8871976565E9	1.090340371606547
2.887400046E9	1.1435924968589315
2.887577206E9	3.3000074863661752
2.8877881565E9	0.15826660006767318
2.8879687995E9	1.2485269918785498
2.8881279725E9	3.1413945604738154
2.888311843E9	1.8049116844898387
2.8884852595E9	1.3421129693499056
2.8886875845E9	0.2817758324782289
2.888985801E9	0.14509273313538212
2.889229866E9	0.24378478332722903
2.8895790755E9	2.452547077800285
2.889951796E9	0.20676249488881202
2.8901135465E9	3.4214336072348908
2.8902557705E9	0.36379178063913536
2.8904186985E9	0.49931049217262946
2.8906437185E9	0.18411608547456737
2.8908288345E9	2.102928585019344
2.890981424E9	5.472406070050211
2.8911688005E9	6.029507945429462
2.8913080195E9	0.11109902330528962
2.8914628095E9	0.20923333274557862
2.8916585145E9	1.75145541389662
2.8925472575E9	1.3454729535354337
2.893404342E9	0.2534348732232989
2.8935413165E9	0.25220024550107695
2.8937144E9	0.22025954260084515
2.8938670755E9	2.8002001637703575
2.894495074E9	0.7255425427339973
2.896831261E9	1.0719550857051705
2.8986932995E9	0.38088710411357846
2.8988572775E9	0.16689670583905145
2.8989957195E9	0.5854765264238071
2.8994933275E9	1.7661657935851485
2.89996607E9	0.5963869075394974
2.900096484E9	0.5709788346975347
2.9002881635E9	3.5381955694151954
2.9005228225E9	4.111460655966915
2.9007376895E9	0.6148576782820098
2.9009214585E9	2.527740402507801
2.9011053345E9	2.904309396456887
2.901244009E9	5.10589597509712
2.9018593855E9	6.3683429743515925
2.902550898E9	1.2025492254701515
2.9027498425E9	0.7992074916557255
2.9029180535E9	0.9890088957464236
2.9030958505E9	1.0075683694353255
2.903236903E9	0.6122682217452142
2.903378271E9	1.0308608628459281
2.9035976075E9	0.8974715835259681
2.9042365785E9	2.070113221025544
2.9048794465E9	3.2736202244945543
2.9053418075E9	1.7739202423730007
2.9057249595E9	0.6589921868389135
2.905983073E9	0.2401506349905853
2.906237048E9	3.072849814655334
2.9063221355E9	1.7003548034934497
2.906419947E9	3.2763691715466434
2.906652359E9	12.449370751468901
2.9068714015E9	3.0722149965215815
2.9070190175E9	0.3203487373303556
2.907136287E9	3.7341057427569146
2.9072577055E9	1.7934215289048725
2.9073733645E9	1.2698227611940298
2.9076229215E9	0.940954081469976
2.9079320895E9	1.936877280283843
2.9081124645E9	0.7580497641821308
2.9083581135E9	2.361556736237984
2.908607172E9	3.824294400339856
2.908806396E9	11.922472910014134
2.9090000085E9	1.2523151808099744
2.909237002E9	4.7880597517640915
2.909487479E9	2.279987650630455
2.909666712E9	0.20420058676096292
2.9098444145E9	4.916879769947959
2.910040618E9	2.074390441410801
2.910170176E9	0.5897174590515013
2.910297114E9	0.48113810569966
2.910473855E9	3.290348030338348
2.910761647E9	2.970945768864308
2.9109858275E9	2.942304814168122
2.9110662745E9	0.2560759577497434
2.911245746E9	4.023179739563868
2.9114494045E9	5.600066202461313
2.911543586E9	0.20849622100599427
2.9116129135E9	0.3217878965430652
2.9117490855E9	2.3850622080929393
2.9118852715E9	12.200254397563139
2.91203718E9	0.30326227898371844
2.91216737E9	6.085470872063213
2.9122334675E9	0.5385506110378736
2.9123573765E9	0.48882535840237057
2.9125433715E9	0.8011103346533116
2.9126854405E9	0.21839124739964558
2.9128219235E9	0.21914576607896696
2.913059947E9	1.2323915897990636
2.913232047E9	2.006329283664548
2.9134117735E9	2.4499512673590633
2.914328412E9	3.5309775390424663
2.915174319E9	1.9866078593050476
2.915940367E9	4.959461829386418
2.916855563E9	1.1481589731920108
2.9172265895E9	2.0369619925946765
2.9175218075E9	3.2263869119255184
2.917833762E9	1.6149558050363035
2.918104484E9	1.6803856000195985
2.918421329E9	1.4532490682223302
2.9188311555E9	2.715001856665429
2.919113692E9	4.459167020634459
2.9192127795E9	2.2591041230346036
2.919361199E9	6.307905710371601
2.919639416E9	2.242684121553757
2.920969266E9	2.8136652051283257
2.9222335585E9	4.054758861489541
2.9223746255E9	3.8361695958604694
2.922607307E9	1.1673290017594247
2.922990831E9	2.080458507194199
2.9232848535E9	10.830487879280891
2.9248217345E9	4.089269167216415
2.926399337E9	5.7267546587759
2.926573575E9	2.754381974553984
2.926675323E9	6.044385697441251
2.9273955645E9	1.527510991852108
2.9283065605E9	1.503928807367971
2.928675888E9	0.255309270296212
2.928905799E9	0.2844966861300869
2.929078094E9	0.4851098259518402
2.929177585E9	1.0027045300878972
2.929312155E9	3.8566182840471495
2.929457484E9	0.1971862498545692
2.929658268E9	0.5457628756068191
2.929885578E9	0.3184435854334937
2.9300671115E9	2.003762394214184
2.9302185265E9	0.2772304690488943
2.9303547775E9	0.3573563560583507
2.930518526E9	1.6072379925664537
2.930682299E9	2.495556521169769
2.9307971655E9	9.26155765056533
2.930854517E9	11.278747946912345
2.93107383E9	1.7161078367564961
2.9313517695E9	2.713151061554911
2.9315308925E9	1.8062109092456282
2.9317028365E9	1.8444092285582303
2.9318023465E9	5.136041338400222
2.9319408055E9	2.3610809284657046
2.9325515445E9	2.4589922609333046
2.9331095955E9	0.6563877681367127
2.9332331755E9	6.146269385555762
2.933321893E9	5.6914133751555545
2.93344294E9	6.882551122208109
2.933566615E9	0.2291252718369135
2.933681945E9	0.20937610574356944
2.9338372665E9	0.6502849200833912
2.934009815E9	0.19062908492671363
2.93414774E9	2.691573011131502
2.934243411E9	5.629793725201176
2.9343431015E9	7.40808058820684
2.9345144045E9	5.30899836099633
2.9347374925E9	1.7786934533077063
2.934982691E9	6.766248540943988
2.9352665915E9	2.5129671630016763
2.93544909E9	3.2569302582625257
2.9355482175E9	1.5125974990714375
2.935678085E9	2.078772318823667
2.935901925E9	0.6236585939502016
2.9361164625E9	1.7767707307601626
2.936242911E9	0.7659603831043968
2.9363673145E9	0.9191241542721745
2.936522572E9	0.5555020862798491
2.936686298E9	0.7166115897181207
2.936850338E9	0.8193677021756799
2.937037971E9	0.8153633733028461
2.9372448465E9	0.6583584711138264
2.9374273685E9	0.85424221382095
2.9375904835E9	0.7686440380086469
2.937768082E9	0.6931744887506165
2.9379456715E9	0.7364483243496602
2.9381121175E9	3.721987275910537
2.9383003025E9	1.2597194594645076
2.9384879905E9	0.5641987867359725
2.9386500475E9	2.7242044003536
2.938920769E9	0.8930198892079451
2.9396822515E9	0.9788398994073844
2.940319939E9	2.7347831731026213
2.94246535E9	2.5709101136695542
2.9448629825E9	2.739131255901794
2.945276117E9	0.6281114272092377
2.945440031E9	0.5167312845450098
2.945667854E9	1.3547305035975739
2.945880553E9	11.879749978915013
2.946041221E9	1.5324635993011066
2.946434708E9	4.129891028026607
2.9468190745E9	1.471194190972788
2.9494979735E9	1.270318947482221
2.952147541E9	0.9792261165690055
2.952294951E9	2.489869445381575
2.9525364005E9	1.755159607120933
2.9527433355E9	1.2049051890541616
2.9527903395E9	0.4082182553048164
2.9535019345E9	3.1365706310522055
2.954297591E9	0.35512837453536406
2.9544634765E9	1.2859425527867605
2.9549070915E9	1.4231097159776291
2.955308858E9	1.807331144528664
2.955482869E9	0.9830188059516293
2.9557224705E9	0.4904139497256255
2.9559104E9	0.8510590923739489
2.9560879905E9	0.7116456025493724
2.9562757145E9	0.7692424528104247
2.956432736E9	0.7267587786631576
2.956579642E9	0.6815894458731935
2.956763995E9	0.6758819221736825
2.9570041095E9	0.7930934293327286
2.957239189E9	1.0734030382845132
2.9574278325E9	0.644503358823778
2.9576057785E9	3.3428785877266725
2.957966948E9	0.7081193021218102
2.959643091E9	1.4768804575168775
2.9619454965E9	3.2199821492166225
2.9629642995E9	2.300673406547396
2.9631882465E9	7.124997712842845
2.9638297045E9	0.6578533952705242
2.964449908E9	1.8786732764348137
2.964631061E9	0.7597460835754526
2.964824549E9	0.5061686581363032
2.9650100095E9	0.7238698074617392
2.9652029495E9	0.5849618971687093
2.965396084E9	0.4846045139764391
2.965570043E9	0.6413313714546653
2.9657404625E9	2.695469172509146
2.967555776E9	1.9690401592769202
2.9698945975E9	2.046138124404159
2.971045755E9	0.6316185232098813
2.971690351E9	2.9219816469133675
2.974202933E9	2.011688108052238
2.977077113E9	0.48519087021086377
2.977610308E9	1.6384742497068765
2.9777653145E9	3.290911859657672
2.9801505935E9	2.164747303093009
2.982955129E9	0.687235148097654
2.983539274E9	3.3848388051229716
2.984703745E9	1.0536874778987073
2.9871683795E9	2.292257154364493
2.9890448965E9	2.7034738121770845
2.9895768225E9	1.8793386491557222
2.990013438E9	1.8937360558156586
2.9909450775E9	2.5039782527184102
2.991486762E9	137.80360914961676
2.9914961835E9	0.15919085312225154
2.991498403E9	0.18429561200923789
2.9915004565E9	1.1225540679711636
2.9915021635E9	0.27445652173913043
2.9915136375E9	0.08465263550009312
2.9915265835E9	0.7257699275362319
2.991529392E9	3.3597002497918402
2.9915307145E9	0.0
2.9915325745E9	0.43409490333919154
2.9915342115E9	0.0
2.99154091E9	0.04887490926687636
2.9915659545E9	0.0
2.991585389E9	0.5139949109414759
2.9915873015E9	0.2290249433106576
2.991589869E9	0.1623141824025713
2.991591628E9	0.0
2.991593215E9	0.18834498834498833
2.991595448E9	0.5221887117621715
2.9915976785E9	0.0
2.99159977E9	0.44493392070484583
2.991601514E9	0.1397923875432526
2.991602727E9	0.0
2.9916041595E9	0.10721868365180467
2.991605782E9	0.0
2.991802493E9	1.9604500320103249
2.99199914E9	19.471208434712086
2.9920006435E9	0.8534385569334837
2.9920034905E9	21.20765306122449
2.992051942E9	0.4363163158856995
2.992154686E9	17.845144660237324
2.992212966E9	0.24907521578298397
2.992216201E9	0.6322981366459627
2.9922185675E9	0.6091458153580673
2.9922208195E9	0.7392497712717292
2.992222888E9	1.1240389543823681
2.9922245135E9	0.5638461538461539
2.992236508E9	0.3732645775485918
2.9923169155E9	0.40667940865586494
2.9923888155E9	0.18293972506168488
2.992395716E9	0.25925925925925924
2.99240296E9	0.8946706492689829
2.992408817E9	0.6246964319073417
2.99241312E9	0.9114663387642177
2.992415696E9	0.10637177461822012
2.992418137E9	0.06771706335903453
2.9924207125E9	0.09317343173431734
2.992422293E9	1.6294058408862033
2.992468444E9	0.6122507091305348
2.9925146995E9	0.16805324459234608
2.9925161E9	0.0
2.9925175995E9	1.2878571428571428
2.992519784E9	0.40922869653081845
2.992522045E9	0.2601416613007083
2.9925263445E9	0.7848424638092535
2.992545384E9	0.17081816131215158
2.9925831375E9	0.4348833026037685
2.992607717E9	1.0975453575240128
2.992612316E9	0.4028362508309329
2.9926178245E9	0.4813960639606396
2.9926241555E9	0.4605391360831439
2.992628755E9	0.3985531075304176
2.9926331735E9	0.9313319530710835
2.9926368975E9	16.783292978208234
2.9926382435E9	0.5826923076923077
2.9926394475E9	0.44298245614035087
2.992641481E9	4.293812523156725
2.9926433545E9	0.34541984732824427
2.9926445925E9	0.14145658263305322
2.9926460205E9	0.8487394957983193
2.9926472475E9	3.746588693957115
2.992648321E9	10.189116859946477
2.992649783E9	0.22407099278979478
2.992652112E9	0.07075306479859896
2.9926553045E9	0.11444759206798867
2.9926612295E9	0.12139423076923077
2.9926659135E9	0.0
2.99266696E9	0.0
2.9926681315E9	0.15562403697996918
2.992669974E9	0.08462505236698785
2.992671936E9	0.13142485361093037
2.992673276E9	0.35345581802274717
2.9926747875E9	0.0
2.9926763355E9	0.0
2.9926774285E9	0.0
2.9926788075E9	0.11297539149888143
2.9926804435E9	0.13611859838274934
2.9926820605E9	0.11542857142857142
2.9926835895E9	0.0
2.9926850725E9	0.0609167671893848
2.992686387E9	0.0
2.9926878375E9	0.0
2.9926892975E9	0.20404040404040405
2.9926919E9	0.07829181494661921
2.9926945755E9	0.17781690140845072
2.9926964715E9	0.0677710843373494
2.9926986245E9	0.12242424242424242
2.992700175E9	0.13921433494141972
2.9927020895E9	0.0
2.992704681E9	0.07201426024955437
2.9927100795E9	0.6162412412412412
2.9927178965E9	0.44935880659513217
2.9928131655E9	0.49498075408975595
2.9929942125E9	4.0948503889552335
2.9931647125E9	17.469407053064856
2.99333546E9	8.051988669564201
2.9935040225E9	1.2844212104273591
2.9935902425E9	1.9431636460554371
2.993679866E9	0.8632054505933426
2.9938673145E9	1.4061512024228844
2.994003041E9	1.0568796776050662
2.994087277E9	10.076265126257232
2.994162061E9	2.6998400611109785
2.9942162495E9	5.659522305447763
2.99434886E9	0.4803532342063552
2.994494888E9	0.4768594421405686
2.994620928E9	1.111451949180834
2.9947747325E9	2.13190460194827
2.9949245285E9	1.4024691194225896
2.995013772E9	0.0
2.9950591165E9	0.9478266395526183
2.995110684E9	8.026199895498992
2.995149141E9	0.2170574299485336
2.9952072975E9	0.3624073376052268
2.995282718E9	0.6059423727386283
2.9953872025E9	3.3533307192959527
2.995549431E9	1.6030930871430178
2.9957311045E9	3.399058932777677
2.995899982E9	4.6945087404667785
2.99913101E9	1.7537515618778179
3.0064054775E9	2.557266914532035
3.0146535035E9	3.706696244652963
3.0229015295E9	2.337848231807223
3.0311495555E9	2.29194112627676
3.0393975815E9	4.346048981901851
3.0476456075E9	8.300676549758693
